year,variable,land_class,value
2012,acres,Fallow,2219.7944423286244
2012,acres,Fodder,3608.023961693165
2012,acres,Greenhouse,984.0772944923374
2012,acres,Orchard,13386.684831606923
2012,acres,Pastureland,3963.8370765135624
2012,acres,Row Crop,77385.74920361582
2012,acres,Vineyard,26951.21010558307
2012,acres,Rangeland,586364.540540542
2012,abvgc,Fallow,0
2012,abvgc,Fodder,3309.5113033629023
2012,abvgc,Greenhouse,0
2012,abvgc,Orchard,104827.08259459306
2012,abvgc,Pastureland,4860.357278835494
2012,abvgc,Row Crop,62157.028895953204
2012,abvgc,Vineyard,31125.311635134276
2012,abvgc,Rangeland,8672109.82850428
2012,soilc,Fallow,9427.631707809865
2012,soilc,Fodder,39471.58959518187
2012,soilc,Greenhouse,15099.351638351218
2012,soilc,Orchard,204799.5294971317
2012,soilc,Pastureland,66231.66423673369
2012,soilc,Row Crop,1037919.3777071945
2012,soilc,Vineyard,437194.8744304776
2012,soilc,Rangeland,6179530.972046442
2012,noemit,Fallow,5.235843223313623
2012,noemit,Fodder,349.60684105870314
2012,noemit,Greenhouse,22.13433818741032
2012,noemit,Orchard,2695.2991516451875
2012,noemit,Pastureland,417.77424588473514
2012,noemit,Row Crop,30345.64318058151
2012,noemit,Vineyard,1619.6306866993837
2012,noemit,Rangeland,0
2016,acres,Fallow,5908.989641976543
2016,acres,Fodder,5043.249253701302
2016,acres,Greenhouse,1523.6120850279112
2016,acres,Orchard,14352.541422074311
2016,acres,Pastureland,2649.638370765373
2016,acres,Row Crop,71811.4579368108
2016,acres,Vineyard,29887.379039528314
2016,acres,Rangeland,580821.4054054059
2016,abvgc,Fallow,0
2016,abvgc,Fodder,4857.051890975214
2016,abvgc,Greenhouse,0
2016,abvgc,Orchard,111524.61794594489
2016,abvgc,Pastureland,3248.91989580926
2016,abvgc,Row Crop,57390.43113629334
2016,abvgc,Vineyard,34475.013851351105
2016,abvgc,Rangeland,8590128.955919743
2016,soilc,Fallow,50289.20723273605
2016,soilc,Fodder,67896.433605887
2016,soilc,Greenhouse,16361.07131651335
2016,soilc,Orchard,219687.1800173493
2016,soilc,Pastureland,47682.76015629992
2016,soilc,Row Crop,988984.1002902649
2016,soilc,Vineyard,480648.6097968593
2016,soilc,Rangeland,6121113.429917727
2016,noemit,Fallow,6.233146694420327
2016,noemit,Fodder,497.591189765546
2016,noemit,Greenhouse,26.350402604057308
2016,noemit,Orchard,3097.3298639577406
2016,noemit,Pastureland,272.1863089487306
2016,noemit,Row Crop,28094.402939822758
2016,noemit,Vineyard,1798.179600749805
2016,noemit,Rangeland,0
2019,acres,Fallow,8675.886041712249
2019,acres,Fodder,6119.668222707463
2019,acres,Greenhouse,1928.2631779295625
2019,acres,Orchard,15076.933864924824
2019,acres,Pastureland,1663.9893414542312
2019,acres,Row Crop,67630.73948670644
2019,acres,Vineyard,32089.505739987362
2019,acres,Rangeland,576664.0540540535
2019,abvgc,Fallow,0
2019,abvgc,Fodder,6017.707331684534
2019,abvgc,Greenhouse,0
2019,abvgc,Orchard,116547.769459459
2019,abvgc,Pastureland,2040.341858539614
2019,abvgc,Row Crop,53815.48281654809
2019,abvgc,Vineyard,36987.29051351361
2019,abvgc,Rangeland,8528643.301481344
2019,soilc,Fallow,80935.38887643069
2019,soilc,Fodder,89215.06661391817
2019,soilc,Greenhouse,17307.361075134948
2019,soilc,Orchard,230852.91790751275
2019,soilc,Pastureland,33771.082095973194
2019,soilc,Row Crop,952282.6422275677
2019,soilc,Vineyard,513238.91132164747
2019,soilc,Rangeland,6077300.273321185
2019,noemit,Fallow,6.981124297750341
2019,noemit,Fodder,608.5794512956782
2019,noemit,Greenhouse,29.512450916542548
2019,noemit,Orchard,3398.8528981921554
2019,noemit,Pastureland,162.99535624671262
2019,noemit,Row Crop,26405.97275925358
2019,noemit,Vineyard,1932.091286287614
2019,noemit,Rangeland,0
2030,acres,Fallow,18821.17284074356
2030,acres,Fodder,10066.5377757299
2030,acres,Greenhouse,3411.9838519024197
2030,acres,Orchard,17733.039488710114
2030,acres,Pastureland,-1950.0570993531728
2030,acres,Row Crop,52301.43850299157
2030,acres,Vineyard,40163.97030833713
2030,acres,Rangeland,561420.4324324289
2030,abvgc,Fallow,0
2030,abvgc,Fodder,10273.443947618594
2030,abvgc,Greenhouse,0
2030,abvgc,Orchard,134965.99167567678
2030,abvgc,Pastureland,-2391.1109447826166
2030,abvgc,Row Crop,40707.3389774831
2030,abvgc,Vineyard,46198.97160810931
2030,abvgc,Rangeland,8303195.901873872
2030,soilc,Fallow,193304.72156997398
2030,soilc,Fodder,167383.38764336146
2030,soilc,Greenhouse,20777.09019008081
2030,soilc,Orchard,271793.9568381123
2030,soilc,Pastureland,-17238.404125222936
2030,soilc,Row Crop,817710.6293310113
2030,soilc,Vineyard,632736.6835792027
2030,soilc,Rangeland,5916652.0324672125
2030,noemit,Fallow,9.723708843293764
2030,noemit,Fodder,1015.5364102394815
2030,noemit,Greenhouse,41.10662806232085
2030,noemit,Orchard,4504.437357051676
2030,noemit,Pastureland,-237.37147032731446
2030,noemit,Row Crop,20215.06209716713
2030,noemit,Vineyard,2423.100799926251
2030,noemit,Rangeland,0
2012,abvgc,Total (all classes),8878389.120212158
2016,abvgc,Total (all classes),8801624.990640117
2019,abvgc,Total (all classes),8744051.89346109
2030,abvgc,Total (all classes),8532950.537137978
2012,acres,Total (all classes),714863.9174563754
2016,acres,Total (all classes),711998.2731552904
2019,acres,Total (all classes),709849.0399294756
2030,acres,Total (all classes),701968.5181014905
2012,noemit,Total (all classes),35455.324287280244
2016,noemit,Total (all classes),33792.27345254306
2019,noemit,Total (all classes),32544.98532649003
2030,noemit,Total (all classes),27971.59553096284
2012,soilc,Total (all classes),7989674.990859323
2016,soilc,Total (all classes),7992662.792333636
2019,soilc,Total (all classes),7994903.64343937
2030,soilc,Total (all classes),8003120.097493732
2012,total_stock,Fallow,9427.631707809865
2012,total_stock,Fodder,42781.10089854477
2012,total_stock,Greenhouse,15099.351638351218
2012,total_stock,Orchard,309626.61209172476
2012,total_stock,Pastureland,71092.02151556918
2012,total_stock,Rangeland,14851640.800550722
2012,total_stock,Row Crop,1100076.4066031477
2012,total_stock,Total (all classes),16868064.111071482
2012,total_stock,Vineyard,468320.1860656119
2016,total_stock,Fallow,50289.20723273605
2016,total_stock,Fodder,72753.48549686221
2016,total_stock,Greenhouse,16361.07131651335
2016,total_stock,Orchard,331211.7979632942
2016,total_stock,Pastureland,50931.68005210918
2016,total_stock,Rangeland,14711242.38583747
2016,total_stock,Row Crop,1046374.5314265583
2016,total_stock,Total (all classes),16794287.78297375
2016,total_stock,Vineyard,515123.6236482104
2019,total_stock,Fallow,80935.38887643069
2019,total_stock,Fodder,95232.7739456027
2019,total_stock,Greenhouse,17307.361075134948
2019,total_stock,Orchard,347400.68736697175
2019,total_stock,Pastureland,35811.42395451281
2019,total_stock,Rangeland,14605943.574802529
2019,total_stock,Row Crop,1006098.1250441158
2019,total_stock,Total (all classes),16738955.53690046
2019,total_stock,Vineyard,550226.2018351611
2030,total_stock,Fallow,193304.72156997398
2030,total_stock,Fodder,177656.83159098006
2030,total_stock,Greenhouse,20777.09019008081
2030,total_stock,Orchard,406759.9485137891
2030,total_stock,Pastureland,-19629.515070005553
2030,total_stock,Rangeland,14219847.934341084
2030,total_stock,Row Crop,858417.9683084944
2030,total_stock,Total (all classes),16536070.63463171
2030,total_stock,Vineyard,678935.655187312
